alias,date,scenario,value
BLOWERNG,2025-01-07 00:00:00,2,5.43638324194
BLOWERNG,2025-01-07 01:00:00,2,0.0
GUTHEGA,2025-01-07 00:00:00,2,4.084186394960001
GUTHEGA,2025-01-07 01:00:00,2,0.0
MURRAY1,2025-01-07 00:00:00,2,64.60189426082
MURRAY1,2025-01-07 01:00:00,2,0.0
MURRAY2,2025-01-07 00:00:00,2,37.5303614672
MURRAY2,2025-01-07 01:00:00,2,0.0
TUMUT3,2025-01-07 00:00:00,2,122.41520843272001
TUMUT3,2025-01-07 01:00:00,2,0.0
UPPTUMUT,2025-01-07 00:00:00,2,41.890506402359996
UPPTUMUT,2025-01-07 01:00:00,2,0.0
BASTYAN,2025-01-07 00:00:00,2,7.03899737512
BASTYAN,2025-01-07 01:00:00,2,0.0
CETHANA,2025-01-07 00:00:00,2,7.480133450399999
CETHANA,2025-01-07 01:00:00,2,0.0
DEVILS_G,2025-01-07 00:00:00,2,5.29363290336
DEVILS_G,2025-01-07 01:00:00,2,0.0
FISHER,2025-01-07 00:00:00,2,3.7976062132800004
FISHER,2025-01-07 01:00:00,2,0.0
GORDON,2025-01-07 00:00:00,2,38.0719612796
GORDON,2025-01-07 01:00:00,2,0.0
JBUTTERS,2025-01-07 00:00:00,2,12.697047036319999
JBUTTERS,2025-01-07 01:00:00,2,0.0
LEM_WIL,2025-01-07 00:00:00,2,7.19243601
LEM_WIL,2025-01-07 01:00:00,2,0.0
LI_WY_CA,2025-01-07 00:00:00,2,15.57402144032
LI_WY_CA,2025-01-07 01:00:00,2,0.0
LK_ECHO,2025-01-07 00:00:00,2,2.8577945746399998
LK_ECHO,2025-01-07 01:00:00,2,0.0
MACKNTSH,2025-01-07 00:00:00,2,7.03899737512
MACKNTSH,2025-01-07 01:00:00,2,0.0
MEADOWBK,2025-01-07 00:00:00,2,3.52908860224
MEADOWBK,2025-01-07 01:00:00,2,0.0
POAT110,2025-01-07 00:00:00,2,26.42980485808
POAT110,2025-01-07 01:00:00,2,0.0
REECE1,2025-01-07 00:00:00,2,20.36897878032
REECE1,2025-01-07 01:00:00,2,0.0
TARRALEA,2025-01-07 00:00:00,2,7.9212695256800005
TARRALEA,2025-01-07 01:00:00,2,0.0
TREVALLN,2025-01-07 00:00:00,2,8.18978713672
TREVALLN,2025-01-07 01:00:00,2,0.0
TRIBUTE,2025-01-07 00:00:00,2,7.2883351568
TRIBUTE,2025-01-07 01:00:00,2,0.0
TUNGATIN,2025-01-07 00:00:00,2,11.00922205264
TUNGATIN,2025-01-07 01:00:00,2,0.0
DARTM1,2025-01-07 00:00:00,2,16.01675603
DARTM1,2025-01-07 01:00:00,2,0.0
EILDON1,2025-01-07 00:00:00,2,3.658451775
EILDON1,2025-01-07 01:00:00,2,0.0
HUMEV,2025-01-07 00:00:00,2,6.956748496
HUMEV,2025-01-07 01:00:00,2,0.0
HUMENSW,2025-01-07 00:00:00,2,6.956748496
HUMENSW,2025-01-07 01:00:00,2,0.0
MCKAY1,2025-01-07 00:00:00,2,11.97268993
MCKAY1,2025-01-07 01:00:00,2,0.0
WKIEWA1,2025-01-07 00:00:00,2,2.713592555
WKIEWA1,2025-01-07 01:00:00,2,0.0
BARRON-1,2025-01-07 00:00:00,2,68.28292654
BARRON-1,2025-01-07 01:00:00,2,0.0
KAREEYA1,2025-01-07 00:00:00,2,15.70656413
KAREEYA1,2025-01-07 01:00:00,2,0.0
BORUMBA,2025-01-07 00:00:00,2,0.0
BORUMBA,2025-01-07 01:00:00,2,0.0
KIDSTON,2025-01-07 00:00:00,2,0.0
KIDSTON,2025-01-07 01:00:00,2,0.0
SHGEN,2025-01-07 00:00:00,2,0.0
SHGEN,2025-01-07 01:00:00,2,0.0
SNOWY2,2025-01-07 00:00:00,2,0.0
SNOWY2,2025-01-07 01:00:00,2,0.0
WHOE1,2025-01-07 00:00:00,2,0.0
WHOE1,2025-01-07 01:00:00,2,0.0
BOTN,2025-01-07 00:00:00,2,0.0
BOTN,2025-01-07 01:00:00,2,0.0
BLOWERNG,2025-02-01 00:00:00,2,5.37912520179
BLOWERNG,2025-02-01 01:00:00,2,0.0
GUTHEGA,2025-02-01 00:00:00,2,4.041170202360001
GUTHEGA,2025-02-01 01:00:00,2,0.0
MURRAY1,2025-02-01 00:00:00,2,63.92148272787001
MURRAY1,2025-02-01 01:00:00,2,0.0
MURRAY2,2025-02-01 00:00:00,2,37.135077535200004
MURRAY2,2025-02-01 01:00:00,2,0.0
TUMUT3,2025-02-01 00:00:00,2,121.12588525452001
TUMUT3,2025-02-01 01:00:00,2,0.0
UPPTUMUT,2025-02-01 00:00:00,2,41.44929977826
UPPTUMUT,2025-02-01 01:00:00,2,0.0
BASTYAN,2025-02-01 00:00:00,2,6.08396900474
BASTYAN,2025-02-01 01:00:00,2,0.0
CETHANA,2025-02-01 00:00:00,2,6.465253165799999
CETHANA,2025-02-01 01:00:00,2,0.0
DEVILS_G,2025-02-01 00:00:00,2,4.5754099327199995
DEVILS_G,2025-02-01 01:00:00,2,0.0
FISHER,2025-02-01 00:00:00,2,3.28235929956
FISHER,2025-02-01 01:00:00,2,0.0
GORDON,2025-02-01 00:00:00,2,32.9064808567
GORDON,2025-02-01 01:00:00,2,0.0
JBUTTERS,2025-02-01 00:00:00,2,10.97435280964
JBUTTERS,2025-02-01 01:00:00,2,0.0
LEM_WIL,2025-02-01 00:00:00,2,6.216589582499999
LEM_WIL,2025-02-01 01:00:00,2,0.0
LI_WY_CA,2025-02-01 00:00:00,2,13.460988642639999
LI_WY_CA,2025-02-01 01:00:00,2,0.0
LK_ECHO,2025-02-01 00:00:00,2,2.4700582607799997
LK_ECHO,2025-02-01 01:00:00,2,0.0
MACKNTSH,2025-02-01 00:00:00,2,6.08396900474
MACKNTSH,2025-02-01 01:00:00,2,0.0
MEADOWBK,2025-02-01 00:00:00,2,3.0502732884799997
MEADOWBK,2025-02-01 01:00:00,2,0.0
POAT110,2025-02-01 00:00:00,2,22.84389451916
POAT110,2025-02-01 01:00:00,2,0.0
REECE1,2025-02-01 00:00:00,2,17.60538169764
REECE1,2025-02-01 01:00:00,2,0.0
TARRALEA,2025-02-01 00:00:00,2,6.84653732686
TARRALEA,2025-02-01 01:00:00,2,0.0
TREVALLN,2025-02-01 00:00:00,2,7.07862333794
TREVALLN,2025-02-01 01:00:00,2,0.0
TRIBUTE,2025-02-01 00:00:00,2,6.2994774436
TRIBUTE,2025-02-01 01:00:00,2,0.0
TUNGATIN,2025-02-01 00:00:00,2,9.51552645428
TUNGATIN,2025-02-01 01:00:00,2,0.0
DARTM1,2025-02-01 00:00:00,2,15.88319386
DARTM1,2025-02-01 01:00:00,2,0.0
EILDON1,2025-02-01 00:00:00,2,2.821801658
EILDON1,2025-02-01 01:00:00,2,0.0
HUMEV,2025-02-01 00:00:00,2,7.755238355
HUMEV,2025-02-01 01:00:00,2,0.0
HUMENSW,2025-02-01 00:00:00,2,7.755238355
HUMENSW,2025-02-01 01:00:00,2,0.0
MCKAY1,2025-02-01 00:00:00,2,12.1961011
MCKAY1,2025-02-01 01:00:00,2,0.0
WKIEWA1,2025-02-01 00:00:00,2,2.764228369
WKIEWA1,2025-02-01 01:00:00,2,0.0
BARRON-1,2025-02-01 00:00:00,2,78.77198431
BARRON-1,2025-02-01 01:00:00,2,0.0
KAREEYA1,2025-02-01 00:00:00,2,21.81101341
KAREEYA1,2025-02-01 01:00:00,2,0.0
BORUMBA,2025-02-01 00:00:00,2,0.0
BORUMBA,2025-02-01 01:00:00,2,0.0
KIDSTON,2025-02-01 00:00:00,2,0.0
KIDSTON,2025-02-01 01:00:00,2,0.0
SHGEN,2025-02-01 00:00:00,2,0.0
SHGEN,2025-02-01 01:00:00,2,0.0
SNOWY2,2025-02-01 00:00:00,2,0.0
SNOWY2,2025-02-01 01:00:00,2,0.0
WHOE1,2025-02-01 00:00:00,2,0.0
WHOE1,2025-02-01 01:00:00,2,0.0
BOTN,2025-02-01 00:00:00,2,0.0
BOTN,2025-02-01 01:00:00,2,0.0
BLOWERNG,2025-03-01 00:00:00,2,1.622153713767
BLOWERNG,2025-03-01 01:00:00,2,0.0
GUTHEGA,2025-03-01 00:00:00,2,1.218673856028
GUTHEGA,2025-03-01 01:00:00,2,0.0
MURRAY1,2025-03-01 00:00:00,2,19.276456060551
MURRAY1,2025-03-01 01:00:00,2,0.0
MURRAY2,2025-03-01 00:00:00,2,11.19862462296
MURRAY2,2025-03-01 01:00:00,2,0.0
TUMUT3,2025-03-01 00:00:00,2,36.527278549596
TUMUT3,2025-03-01 01:00:00,2,0.0
UPPTUMUT,2025-03-01 00:00:00,2,12.499641307097999
UPPTUMUT,2025-03-01 01:00:00,2,0.0
BASTYAN,2025-03-01 00:00:00,2,12.38825819831
BASTYAN,2025-03-01 01:00:00,2,0.0
CETHANA,2025-03-01 00:00:00,2,13.1646340527
CETHANA,2025-03-01 01:00:00,2,0.0
DEVILS_G,2025-03-01 00:00:00,2,9.316510252679999
DEVILS_G,2025-03-01 01:00:00,2,0.0
FISHER,2025-03-01 00:00:00,2,6.683583442140001
FISHER,2025-03-01 01:00:00,2,0.0
GORDON,2025-03-01 00:00:00,2,67.00461178105
GORDON,2025-03-01 01:00:00,2,0.0
JBUTTERS,2025-03-01 00:00:00,2,22.34612241766
JBUTTERS,2025-03-01 01:00:00,2,0.0
LEM_WIL,2025-03-01 00:00:00,2,12.65830197375
LEM_WIL,2025-03-01 01:00:00,2,0.0
LI_WY_CA,2025-03-01 00:00:00,2,27.409443207159995
LI_WY_CA,2025-03-01 01:00:00,2,0.0
LK_ECHO,2025-03-01 00:00:00,2,5.0295653175699995
LK_ECHO,2025-03-01 01:00:00,2,0.0
MACKNTSH,2025-03-01 00:00:00,2,12.38825819831
MACKNTSH,2025-03-01 01:00:00,2,0.0
MEADOWBK,2025-03-01 00:00:00,2,6.21100683512
MEADOWBK,2025-03-01 01:00:00,2,0.0
POAT110,2025-03-01 00:00:00,2,46.51504031954
POAT110,2025-03-01 01:00:00,2,0.0
REECE1,2025-03-01 00:00:00,2,35.84831118966
REECE1,2025-03-01 01:00:00,2,0.0
TARRALEA,2025-03-01 00:00:00,2,13.94100990709
TARRALEA,2025-03-01 01:00:00,2,0.0
TREVALLN,2025-03-01 00:00:00,2,14.41358651411
TREVALLN,2025-03-01 01:00:00,2,0.0
TRIBUTE,2025-03-01 00:00:00,2,12.827079333399999
TRIBUTE,2025-03-01 01:00:00,2,0.0
TUNGATIN,2025-03-01 00:00:00,2,19.375640887819998
TUNGATIN,2025-03-01 01:00:00,2,0.0
DARTM1,2025-03-01 00:00:00,2,17.69397681
DARTM1,2025-03-01 01:00:00,2,0.0
EILDON1,2025-03-01 00:00:00,2,4.092312561
EILDON1,2025-03-01 01:00:00,2,0.0
HUMEV,2025-03-01 00:00:00,2,8.016303101
HUMEV,2025-03-01 01:00:00,2,0.0
HUMENSW,2025-03-01 00:00:00,2,8.016303101
HUMENSW,2025-03-01 01:00:00,2,0.0
MCKAY1,2025-03-01 00:00:00,2,13.48054093
MCKAY1,2025-03-01 01:00:00,2,0.0
WKIEWA1,2025-03-01 00:00:00,2,3.055344767
WKIEWA1,2025-03-01 01:00:00,2,0.0
BARRON-1,2025-03-01 00:00:00,2,110.1149868
BARRON-1,2025-03-01 01:00:00,2,0.0
KAREEYA1,2025-03-01 00:00:00,2,22.91613455
KAREEYA1,2025-03-01 01:00:00,2,0.0
BORUMBA,2025-03-01 00:00:00,2,0.0
BORUMBA,2025-03-01 01:00:00,2,0.0
KIDSTON,2025-03-01 00:00:00,2,0.0
KIDSTON,2025-03-01 01:00:00,2,0.0
SHGEN,2025-03-01 00:00:00,2,0.0
SHGEN,2025-03-01 01:00:00,2,0.0
SNOWY2,2025-03-01 00:00:00,2,0.0
SNOWY2,2025-03-01 01:00:00,2,0.0
WHOE1,2025-03-01 00:00:00,2,0.0
WHOE1,2025-03-01 01:00:00,2,0.0
BOTN,2025-03-01 00:00:00,2,0.0
BOTN,2025-03-01 01:00:00,2,0.0
BLOWERNG,2025-04-01 00:00:00,2,5.32996621382
BLOWERNG,2025-04-01 01:00:00,2,0.0
GUTHEGA,2025-04-01 00:00:00,2,4.00423857688
GUTHEGA,2025-04-01 01:00:00,2,0.0
MURRAY1,2025-04-01 00:00:00,2,63.33731424646
MURRAY1,2025-04-01 01:00:00,2,0.0
MURRAY2,2025-04-01 00:00:00,2,36.795705841600004
MURRAY2,2025-04-01 01:00:00,2,0.0
TUMUT3,2025-04-01 00:00:00,2,120.01893464215999
TUMUT3,2025-04-01 01:00:00,2,0.0
UPPTUMUT,2025-04-01 00:00:00,2,41.070501079079996
UPPTUMUT,2025-04-01 01:00:00,2,0.0
BASTYAN,2025-04-01 00:00:00,2,18.868248234510002
BASTYAN,2025-04-01 01:00:00,2,0.0
CETHANA,2025-04-01 00:00:00,2,20.0507270067
CETHANA,2025-04-01 01:00:00,2,0.0
DEVILS_G,2025-04-01 00:00:00,2,14.189745266280001
DEVILS_G,2025-04-01 01:00:00,2,0.0
FISHER,2025-04-01 00:00:00,2,10.179599864940002
FISHER,2025-04-01 01:00:00,2,0.0
GORDON,2025-04-01 00:00:00,2,102.05305925205002
GORDON,2025-04-01 01:00:00,2,0.0
JBUTTERS,2025-04-01 00:00:00,2,34.03482379086
JBUTTERS,2025-04-01 01:00:00,2,0.0
LEM_WIL,2025-04-01 00:00:00,2,19.27954519875
LEM_WIL,2025-04-01 01:00:00,2,0.0
LI_WY_CA,2025-04-01 00:00:00,2,41.74664187036
LI_WY_CA,2025-04-01 01:00:00,2,0.0
LK_ECHO,2025-04-01 00:00:00,2,7.660405958970001
LK_ECHO,2025-04-01 01:00:00,2,0.0
MACKNTSH,2025-04-01 00:00:00,2,18.868248234510002
MACKNTSH,2025-04-01 01:00:00,2,0.0
MEADOWBK,2025-04-01 00:00:00,2,9.45983017752
MEADOWBK,2025-04-01 01:00:00,2,0.0
POAT110,2025-04-01 00:00:00,2,70.84590209034
POAT110,2025-04-01 01:00:00,2,0.0
REECE1,2025-04-01 00:00:00,2,54.599672002860004
REECE1,2025-04-01 01:00:00,2,0.0
TARRALEA,2025-04-01 00:00:00,2,21.233205778890003
TARRALEA,2025-04-01 01:00:00,2,0.0
TREVALLN,2025-04-01 00:00:00,2,21.952975466310004
TREVALLN,2025-04-01 01:00:00,2,0.0
TRIBUTE,2025-04-01 00:00:00,2,19.5366058014
TRIBUTE,2025-04-01 01:00:00,2,0.0
TUNGATIN,2025-04-01 00:00:00,2,29.51055718422
TUNGATIN,2025-04-01 01:00:00,2,0.0
DARTM1,2025-04-01 00:00:00,2,11.57332381
DARTM1,2025-04-01 01:00:00,2,0.0
EILDON1,2025-04-01 00:00:00,2,4.309414621
EILDON1,2025-04-01 01:00:00,2,0.0
HUMEV,2025-04-01 00:00:00,2,5.55967347
HUMEV,2025-04-01 01:00:00,2,0.0
HUMENSW,2025-04-01 00:00:00,2,5.55967347
HUMENSW,2025-04-01 01:00:00,2,0.0
MCKAY1,2025-04-01 00:00:00,2,9.624890193
MCKAY1,2025-04-01 01:00:00,2,0.0
WKIEWA1,2025-04-01 00:00:00,2,2.1814672
WKIEWA1,2025-04-01 01:00:00,2,0.0
BARRON-1,2025-04-01 00:00:00,2,43.30210195
BARRON-1,2025-04-01 01:00:00,2,0.0
KAREEYA1,2025-04-01 00:00:00,2,16.94415168
KAREEYA1,2025-04-01 01:00:00,2,0.0
BORUMBA,2025-04-01 00:00:00,2,0.0
BORUMBA,2025-04-01 01:00:00,2,0.0
KIDSTON,2025-04-01 00:00:00,2,0.0
KIDSTON,2025-04-01 01:00:00,2,0.0
SHGEN,2025-04-01 00:00:00,2,0.0
SHGEN,2025-04-01 01:00:00,2,0.0
SNOWY2,2025-04-01 00:00:00,2,0.0
SNOWY2,2025-04-01 01:00:00,2,0.0
WHOE1,2025-04-01 00:00:00,2,0.0
WHOE1,2025-04-01 01:00:00,2,0.0
BOTN,2025-04-01 00:00:00,2,0.0
BOTN,2025-04-01 01:00:00,2,0.0
BLOWERNG,2025-05-01 00:00:00,2,7.126837483939999
BLOWERNG,2025-05-01 01:00:00,2,0.0
GUTHEGA,2025-05-01 00:00:00,2,5.35417232296
GUTHEGA,2025-05-01 01:00:00,2,0.0
MURRAY1,2025-05-01 00:00:00,2,84.68998248682
MURRAY1,2025-05-01 01:00:00,2,0.0
MURRAY2,2025-05-01 00:00:00,2,49.2005024272
MURRAY2,2025-05-01 01:00:00,2,0.0
TUMUT3,2025-05-01 00:00:00,2,160.48046232872
TUMUT3,2025-05-01 01:00:00,2,0.0
UPPTUMUT,2025-05-01 00:00:00,2,54.916443150359996
UPPTUMUT,2025-05-01 01:00:00,2,0.0
BASTYAN,2025-05-01 00:00:00,2,36.963304957400005
BASTYAN,2025-05-01 01:00:00,2,0.0
CETHANA,2025-05-01 00:00:00,2,39.279806358
CETHANA,2025-05-01 01:00:00,2,0.0
DEVILS_G,2025-05-01 00:00:00,2,27.7980168072
DEVILS_G,2025-05-01 01:00:00,2,0.0
FISHER,2025-05-01 00:00:00,2,19.9420555356
FISHER,2025-05-01 01:00:00,2,0.0
GORDON,2025-05-01 00:00:00,2,199.924142617
GORDON,2025-05-01 01:00:00,2,0.0
JBUTTERS,2025-05-01 00:00:00,2,66.6749533564
JBUTTERS,2025-05-01 01:00:00,2,0.0
LEM_WIL,2025-05-01 00:00:00,2,37.769044575
LEM_WIL,2025-05-01 01:00:00,2,0.0
LI_WY_CA,2025-05-01 00:00:00,2,81.78257118639999
LI_WY_CA,2025-05-01 01:00:00,2,0.0
LK_ECHO,2025-05-01 00:00:00,2,15.006900377800001
LK_ECHO,2025-05-01 01:00:00,2,0.0
MACKNTSH,2025-05-01 00:00:00,2,36.963304957400005
MACKNTSH,2025-05-01 01:00:00,2,0.0
MEADOWBK,2025-05-01 00:00:00,2,18.5320112048
MEADOWBK,2025-05-01 01:00:00,2,0.0
POAT110,2025-05-01 00:00:00,2,138.7886491316
POAT110,2025-05-01 01:00:00,2,0.0
REECE1,2025-05-01 00:00:00,2,106.96193423640001
REECE1,2025-05-01 01:00:00,2,0.0
TARRALEA,2025-05-01 00:00:00,2,41.596307758600005
TARRALEA,2025-05-01 01:00:00,2,0.0
TREVALLN,2025-05-01 00:00:00,2,43.0063520894
TREVALLN,2025-05-01 01:00:00,2,0.0
TRIBUTE,2025-05-01 00:00:00,2,38.272631836
TRIBUTE,2025-05-01 01:00:00,2,0.0
TUNGATIN,2025-05-01 00:00:00,2,57.8118175628
TUNGATIN,2025-05-01 01:00:00,2,0.0
DARTM1,2025-05-01 00:00:00,2,22.31464449
DARTM1,2025-05-01 01:00:00,2,0.0
EILDON1,2025-05-01 00:00:00,2,11.14189302
EILDON1,2025-05-01 01:00:00,2,0.0
HUMEV,2025-05-01 00:00:00,2,7.614970611
HUMEV,2025-05-01 01:00:00,2,0.0
HUMENSW,2025-05-01 00:00:00,2,7.614970611
HUMENSW,2025-05-01 01:00:00,2,0.0
MCKAY1,2025-05-01 00:00:00,2,17.35428969
MCKAY1,2025-05-01 01:00:00,2,0.0
WKIEWA1,2025-05-01 00:00:00,2,3.933324223
WKIEWA1,2025-05-01 01:00:00,2,0.0
BARRON-1,2025-05-01 00:00:00,2,20.10341641
BARRON-1,2025-05-01 01:00:00,2,0.0
KAREEYA1,2025-05-01 00:00:00,2,22.65864989
KAREEYA1,2025-05-01 01:00:00,2,0.0
BORUMBA,2025-05-01 00:00:00,2,0.0
BORUMBA,2025-05-01 01:00:00,2,0.0
KIDSTON,2025-05-01 00:00:00,2,0.0
KIDSTON,2025-05-01 01:00:00,2,0.0
SHGEN,2025-05-01 00:00:00,2,0.0
SHGEN,2025-05-01 01:00:00,2,0.0
SNOWY2,2025-05-01 00:00:00,2,0.0
SNOWY2,2025-05-01 01:00:00,2,0.0
WHOE1,2025-05-01 00:00:00,2,0.0
WHOE1,2025-05-01 01:00:00,2,0.0
BOTN,2025-05-01 00:00:00,2,0.0
BOTN,2025-05-01 01:00:00,2,0.0
BLOWERNG,2025-06-01 00:00:00,2,12.322181222220001
BLOWERNG,2025-06-01 01:00:00,2,0.0
GUTHEGA,2025-06-01 00:00:00,2,9.25727320248
GUTHEGA,2025-06-01 01:00:00,2,0.0
MURRAY1,2025-06-01 00:00:00,2,146.42754437166002
MURRAY1,2025-06-01 01:00:00,2,0.0
MURRAY2,2025-06-01 00:00:00,2,85.06683483360001
MURRAY2,2025-06-01 01:00:00,2,0.0
TUMUT3,2025-06-01 00:00:00,2,277.46799950136
TUMUT3,2025-06-01 01:00:00,2,0.0
UPPTUMUT,2025-06-01 00:00:00,2,94.94959946868
UPPTUMUT,2025-06-01 01:00:00,2,0.0
BASTYAN,2025-06-01 00:00:00,2,39.022609118400005
BASTYAN,2025-06-01 01:00:00,2,0.0
CETHANA,2025-06-01 00:00:00,2,41.468167728000005
CETHANA,2025-06-01 01:00:00,2,0.0
DEVILS_G,2025-06-01 00:00:00,2,29.346703315200003
DEVILS_G,2025-06-01 01:00:00,2,0.0
FISHER,2025-06-01 00:00:00,2,21.053069769600004
FISHER,2025-06-01 01:00:00,2,0.0
GORDON,2025-06-01 00:00:00,2,211.06234087200002
GORDON,2025-06-01 01:00:00,2,0.0
JBUTTERS,2025-06-01 00:00:00,2,70.3895565024
JBUTTERS,2025-06-01 01:00:00,2,0.0
LEM_WIL,2025-06-01 00:00:00,2,39.8732382
LEM_WIL,2025-06-01 01:00:00,2,0.0
LI_WY_CA,2025-06-01 00:00:00,2,86.3388517824
LI_WY_CA,2025-06-01 01:00:00,2,0.0
LK_ECHO,2025-06-01 00:00:00,2,15.8429666448
LK_ECHO,2025-06-01 01:00:00,2,0.0
MACKNTSH,2025-06-01 00:00:00,2,39.022609118400005
MACKNTSH,2025-06-01 01:00:00,2,0.0
MEADOWBK,2025-06-01 00:00:00,2,19.5644688768
MEADOWBK,2025-06-01 01:00:00,2,0.0
POAT110,2025-06-01 00:00:00,2,146.52085930560003
POAT110,2025-06-01 01:00:00,2,0.0
REECE1,2025-06-01 00:00:00,2,112.92101058240002
REECE1,2025-06-01 01:00:00,2,0.0
TARRALEA,2025-06-01 00:00:00,2,43.9137263376
TARRALEA,2025-06-01 01:00:00,2,0.0
TREVALLN,2025-06-01 00:00:00,2,45.402327230400005
TREVALLN,2025-06-01 01:00:00,2,0.0
TRIBUTE,2025-06-01 00:00:00,2,40.404881376
TRIBUTE,2025-06-01 01:00:00,2,0.0
TUNGATIN,2025-06-01 00:00:00,2,61.032636604800004
TUNGATIN,2025-06-01 01:00:00,2,0.0
DARTM1,2025-06-01 00:00:00,2,34.40651917
DARTM1,2025-06-01 01:00:00,2,0.0
EILDON1,2025-06-01 00:00:00,2,25.96296955
EILDON1,2025-06-01 01:00:00,2,0.0
HUMEV,2025-06-01 00:00:00,2,10.90662711
HUMEV,2025-06-01 01:00:00,2,0.0
HUMENSW,2025-06-01 00:00:00,2,10.90662711
HUMENSW,2025-06-01 01:00:00,2,0.0
MCKAY1,2025-06-01 00:00:00,2,29.29402917
MCKAY1,2025-06-01 01:00:00,2,0.0
WKIEWA1,2025-06-01 00:00:00,2,6.639448608
WKIEWA1,2025-06-01 01:00:00,2,0.0
BARRON-1,2025-06-01 00:00:00,2,15.28837202
BARRON-1,2025-06-01 01:00:00,2,0.0
KAREEYA1,2025-06-01 00:00:00,2,40.36694959
KAREEYA1,2025-06-01 01:00:00,2,0.0
BORUMBA,2025-06-01 00:00:00,2,0.0
BORUMBA,2025-06-01 01:00:00,2,0.0
KIDSTON,2025-06-01 00:00:00,2,0.0
KIDSTON,2025-06-01 01:00:00,2,0.0
SHGEN,2025-06-01 00:00:00,2,0.0
SHGEN,2025-06-01 01:00:00,2,0.0
SNOWY2,2025-06-01 00:00:00,2,0.0
SNOWY2,2025-06-01 01:00:00,2,0.0
WHOE1,2025-06-01 00:00:00,2,0.0
WHOE1,2025-06-01 01:00:00,2,0.0
BOTN,2025-06-01 00:00:00,2,0.0
BOTN,2025-06-01 01:00:00,2,0.0
